program	rep	depth	noReads	percMutate	targMut	mutLen	refLen	refNs	refSnp	refIndel	conLen	Ns	snp	indel	elpTime	sysTime	UserTime	memKb	percCPU	seed	usedSeed	medakaModel	usedMedaka	usedMajcon	usedIvar	usedRacon	medakaPolish	ivarPolish	minLen	minDepth	fastq	schemeDir	scheme	schemeVer	prefix	conDef	conScaffoldBuilder	conStich
ivar	10	100	9300	1000	570	5700	5700	0	0	0	5700	165.088	0	0	1.31	0.04	3.09	17560	238%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	10	100	9300	1000	570	5700	5700	0	0	0	5700	205.263	0	0	0.56	0.04	1.01	17620	187%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	10	100	9300	0	0	11800	11800	0	0	0	11800	105.763	0	0	101.15	3.33	101.66	394336	103%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	10	100	9300	0	0	11800	11800	0	0	0	11694	116.983	0.7701	0.5776	5.22	1.26	8.83	41044	193%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	10	100	9300	0	0	11800	11800	0	0	0	11686	114.496	0	0.0963	6.03	1.40	10.04	40996	189%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	0	0	11800	11800	0	0	0	12969	82.5044	0	2.2612	414.96	58.61	987.22	404256	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	0	0	11800	11800	0	0	0	13114	81.3634	0	3.5819	414.96	58.61	987.22	404256	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	0	0	11800	11800	0	0	0	11625	91.7849	0	0.0947	414.96	58.61	987.22	404256	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	0	0	11800	11800	0	0	0	11634	91.7139	0	0.7571	414.96	58.61	987.22	404256	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	0	0	11800	11800	0	0	0	11691	97.2543	0	0.0948	414.96	58.61	987.22	404256	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	0	0	11800	11800	0	0	0	11701	97.1712	0	0.852	414.96	58.61	987.22	404256	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	10	100	9300	0	0	11800	11800	0	0	0	11799	86.0242	0	0.0927	2.61	0.07	6.09	19900	235%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	10	100	9300	0	0	11800	11800	0	0	0	11795	138.279	0	0.2952	0.95	0.06	1.74	19984	189%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	10	100	9300	100	118	11800	11800	0	10	0	11800	105.763	0	0	102.65	3.51	103.04	394872	103%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	10	100	9300	100	118	11800	11800	0	10	0	11695	156.477	3.3199	1.3078	5.63	1.69	9.34	40820	195%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	10	100	9300	100	118	11800	11800	0	10	0	11685	137.612	0	0.1978	6.77	1.58	10.95	41004	185%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	100	118	11800	11800	0	10	0	12969	82.4273	0	2.169	412.12	58.42	983.74	403768	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	100	118	11800	11800	0	10	0	13103	83.2634	0	3.3927	412.12	58.42	983.74	403768	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	100	118	11800	11800	0	10	0	11625	91.7849	0	0.0947	412.12	58.42	983.74	403768	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	100	118	11800	11800	0	10	0	11634	93.7769	0	0.7571	412.12	58.42	983.74	403768	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	100	118	11800	11800	0	10	0	11691	97.2543	0	0.0948	412.12	58.42	983.74	403768	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	100	118	11800	11800	0	10	0	11701	99.3932	0	0.852	412.12	58.42	983.74	403768	252%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	10	100	9300	100	118	11800	11800	0	10	0	11799	86.0242	0	0.0927	2.55	0.07	6.07	19956	240%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	10	100	9300	100	118	11800	11800	0	10	0	11795	138.025	0	0.2951	0.92	0.07	1.71	19100	192%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	10	100	9300	200	236	11800	11800	0	20	0	11801	105.754	0	0.0948	98.38	3.48	98.70	396720	103%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	10	100	9300	200	236	11800	11800	0	20	0	11694	145.716	2.4708	1.186	5.92	1.66	10.03	40856	197%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	10	100	9300	200	236	11800	11800	0	20	0	11685	142.234	0	0.1978	6.76	1.78	11.33	41036	194%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	200	236	11800	11800	0	20	0	12934	82.3411	0	2.0739	411.55	58.07	978.79	404484	251%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	200	236	11800	11800	0	20	0	13042	84.5729	0	3.2954	411.55	58.07	978.79	404484	251%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	200	236	11800	11800	0	20	0	11625	91.4409	0	0.0947	411.55	58.07	978.79	404484	251%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	200	236	11800	11800	0	20	0	11634	94.8083	0	0.7568	411.55	58.07	978.79	404484	251%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	200	236	11800	11800	0	20	0	11691	96.9122	0	0.0947	411.55	58.07	978.79	404484	251%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	200	236	11800	11800	0	20	0	11701	100.675	0	0.8516	411.55	58.07	978.79	404484	251%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	10	100	9300	200	236	11800	11800	0	20	0	11799	86.0242	0	0.0927	2.58	0.08	6.05	19656	237%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	10	100	9300	200	236	11800	11800	0	20	0	11795	138.025	0	0.2951	0.92	0.07	1.71	18648	193%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	10	100	9300	500	590	11800	11800	0	50	0	11802	105.745	0.0949	0.1898	105.83	3.66	106.10	392196	103%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	10	100	9300	500	590	11800	11800	0	50	0	11693	164.97	0.1015	0.9139	6.06	1.75	10.28	41100	198%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	10	100	9300	500	590	11800	11800	0	50	0	11685	168.079	0	0.2033	7.21	1.85	11.48	40856	184%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	500	590	11800	11800	0	50	0	12901	83.6369	0	2.0802	411.68	58.28	985.63	405124	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	500	590	11800	11800	0	50	0	12955	90.6986	0	3.0459	411.68	58.28	985.63	405124	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	500	590	11800	11800	0	50	0	11625	92.7312	0	0.0948	411.68	58.28	985.63	405124	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	500	590	11800	11800	0	50	0	11634	100.997	0	0.7579	411.68	58.28	985.63	405124	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	500	590	11800	11800	0	50	0	11691	98.1952	0	0.0948	411.68	58.28	985.63	405124	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	500	590	11800	11800	0	50	0	11701	107.512	0	0.8528	411.68	58.28	985.63	405124	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	10	100	9300	500	590	11800	11800	0	50	0	11799	86.0242	0	0.0927	2.54	0.06	6.07	20708	241%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	10	100	9300	500	590	11800	11800	0	50	0	11796	138.182	0	0.1967	0.96	0.05	1.79	19052	191%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	10	100	9300	1000	1180	11800	11800	0	0	0	11801	105.754	0.3804	0.2853	100.12	3.65	100.32	394408	103%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	10	100	9300	1000	1180	11800	11800	0	0	0	11689	191.462	0.1056	0.7389	4.69	1.24	7.90	41136	194%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	10	100	9300	1000	1180	11800	11800	0	0	0	11683	218.608	0	0.2177	5.35	1.36	8.78	41020	189%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	1000	1180	11800	11800	0	0	0	13427	142.921	0.0936	1.3102	405.74	58.39	968.94	403976	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	1000	1180	11800	11800	0	0	0	13240	163.973	0	2.4512	405.74	58.39	968.94	403976	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	1000	1180	11800	11800	0	0	0	12570	152.665	0.0937	0.0937	405.74	58.39	968.94	403976	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	1000	1180	11800	11800	0	0	0	12309	176.375	0	0.7777	405.74	58.39	968.94	403976	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	1000	1180	11800	11800	0	0	0	11698	133.784	0.0991	0.0991	405.74	58.39	968.94	403976	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	1000	1180	11800	11800	0	0	0	11708	167.322	0	0.8069	405.74	58.39	968.94	403976	253%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	10	100	9300	1000	1180	11800	11800	0	0	0	11798	93.1514	0	0.1869	2.49	0.07	5.96	20820	242%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	10	100	9300	1000	1180	11800	11800	0	0	0	11794	138.545	0.0984	0.2952	1.00	0.05	1.88	19676	193%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	10	100	9300	0	0	29903	29903	0	0	0	29892	76.5088	0.1087	0.0362	243.03	3.96	245.45	937696	102%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	10	100	9300	0	0	29903	29903	0	0	0	29891	67.5454	0.1792	1.5052	12.49	2.42	24.82	40828	218%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	10	100	9300	0	0	29903	29903	0	0	0	29841	66.4857	0.1077	0.0718	15.87	2.79	28.59	41008	197%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	0	0	29903	29903	0	0	0	32548	74.1981	0.1455	1.855	801.36	106.41	2060.15	411308	270%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	0	0	29903	29903	0	0	0	33220	76.8212	0.1092	3.2407	801.36	106.41	2060.15	411308	270%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	0	0	29903	29903	0	0	0	29743	80.7921	0.1096	0.0731	801.36	106.41	2060.15	411308	270%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	0	0	29903	29903	0	0	0	29758	85.7585	0.1095	0.5476	801.36	106.41	2060.15	411308	270%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	10	100	9300	0	0	29903	29903	0	0	0	29809	83.1293	0.1096	0.0731	801.36	106.41	2060.15	411308	270%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	0	0	29903	29903	0	0	0	29826	88.3122	0.1096	0.6208	801.36	106.41	2060.15	411308	270%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	10	100	9300	0	0	29903	29903	0	0	0	29891	60.0181	0.1068	0.0712	6.10	0.11	14.62	26028	241%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	10	100	9300	0	0	29903	29903	0	0	0	29886	112.293	0.1131	0.1885	2.82	0.10	4.92	24816	177%	1024	10240	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	10	100	9300	100	299	29903	29903	0	9.999	0	29892	76.5088	0.1087	0.0362	247.72	4.28	248.65	937820	102%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	10	100	9300	100	299	29903	29903	0	9.999	0	29890	67.715	0.1792	1.5052	12.69	2.37	25.35	40996	218%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	10	100	9300	100	299	29903	29903	0	9.999	0	29841	66.5192	0.1077	0.0718	15.12	2.72	29.13	41040	210%	1024	10240	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	10	100	9300	100	299	29903	29903	0	9.999	0	32502	74.4262	0.1456	1.8202	795.79	106.85	2057.23	410480	271%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	100	299	29903	29903	0	9.999	0	33178	77.9432	0.1093	3.1711	795.79	106.85	2057.23	410480	271%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	10	100	9300	100	299	29903	29903	0	9.999	0	29743	80.893	0.1096	0.0731	795.79	106.85	2057.23	410480	271%	1024	10240	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
